The following are examples of j_flowtime.d.
  0 311481/2     4790259410656            7                               <- java/nio/Buffer.limit
  0 311481/2     4790259410664            7                               -> java/nio/Buffer.position
  0 311481/2     4790259410671            7                               <- java/nio/Buffer.position
  0 311481/2     4790259410678            7                             <- java/nio/Buffer.<init>
  0 311481/2     4790259410686            7                           <- java/nio/CharBuffer.<init>
  0 311481/2     4790259410694            7                         <- java/nio/HeapCharBuffer.<init>
  0 311481/2     4790259410701            7                       <- java/nio/CharBuffer.wrap
  0 311481/2     4790259410710            8                       -> java/nio/Buffer.hasRemaining
  0 311481/2     4790259410717            7                       <- java/nio/Buffer.hasRemaining
  0 311481/2     4790259410725            8                       -> java/nio/charset/CharsetEncoder.encode
  0 311481/2     4790259410733            8                         -> sun/nio/cs/US_ASCII$Encoder.encodeLoop
  0 311481/2     4790259410741            7                           -> java/nio/CharBuffer.hasArray
  0 311481/2     4790259410749            7                           <- java/nio/CharBuffer.hasArray
  0 311481/2     4790259410757            8                           -> java/nio/ByteBuffer.hasArray
  0 311481/2     4790259410764            7                           <- java/nio/ByteBuffer.hasArray
  0 311481/2     4790259410772            7                           -> sun/nio/cs/US_ASCII$Encoder.encodeArrayLoop
  0 311481/2     4790259410780            7                             -> java/nio/CharBuffer.array
  0 311481/2     4790259410787            7                             <- java/nio/CharBuffer.array
  0 311481/2     4790259410795            7                             -> java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259410802            7                             <- java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259410810            7                             -> java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259410817            7                             <- java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259410826            8                             -> java/nio/ByteBuffer.array
  0 311481/2     4790259410833            7                             <- java/nio/ByteBuffer.array
  0 311481/2     4790259410841            7                             -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259410848            7                             <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259410855            7                             -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259410863            7                             <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259410873            9                             -> java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259410880            7                             <- java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259410888            7                             -> java/nio/Buffer.position
  0 311481/2     4790259410895            7                             <- java/nio/Buffer.position
  0 311481/2     4790259410902            7                             -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259410910            7                             <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259410917            7                             -> java/nio/Buffer.position
  0 311481/2     4790259410924            7                             <- java/nio/Buffer.position
  0 311481/2     4790259410932            7                           <- sun/nio/cs/US_ASCII$Encoder.encodeArrayLoop
  0 311481/2     4790259410940            7                         <- sun/nio/cs/US_ASCII$Encoder.encodeLoop
  0 311481/2     4790259410948            8                         -> java/nio/charset/CoderResult.isOverflow
  0 311481/2     4790259410955            7                         <- java/nio/charset/CoderResult.isOverflow
  0 311481/2     4790259410963            7                         -> java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259410970            7                         <- java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259410978            7                       <- java/nio/charset/CharsetEncoder.encode
  0 311481/2     4790259410986            7                       -> java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259410993            7                       <- java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259411001            8                       -> java/nio/Buffer.remaining
  0 311481/2     4790259411008            7                       <- java/nio/Buffer.remaining
  0 311481/2     4790259411016            7                     <- sun/nio/cs/StreamEncoder.implWrite
  0 311481/2     4790259411024            7                   <- sun/nio/cs/StreamEncoder.write
  0 311481/2     4790259411031            7                 <- java/io/OutputStreamWriter.write
  0 311481/2     4790259411039            7               <- java/io/BufferedWriter.flushBuffer
  0 311481/2     4790259411047            8               -> java/io/OutputStreamWriter.flushBuffer
  0 311481/2     4790259411055            7                 -> sun/nio/cs/StreamEncoder.flushBuffer
  0 311481/2     4790259411062            7                   -> sun/nio/cs/StreamEncoder.implFlushBuffer
  0 311481/2     4790259411070            7                     -> sun/nio/cs/StreamEncoder.writeBytes
  0 311481/2     4790259411077            7                       -> java/nio/Buffer.flip
  0 311481/2     4790259411084            6                       <- java/nio/Buffer.flip
  0 311481/2     4790259411092            8                       -> java/nio/ByteBuffer.array
  0 311481/2     4790259411100            7                       <- java/nio/ByteBuffer.array
  0 311481/2     4790259411107            7                       -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411114            7                       <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411122            7                       -> java/io/PrintStream.write
  0 311481/2     4790259411130            7                         -> java/io/PrintStream.ensureOpen
  0 311481/2     4790259411137            7                         <- java/io/PrintStream.ensureOpen
  0 311481/2     4790259411145            8                         -> java/io/BufferedOutputStream.write
  0 311481/2     4790259411153            7                           -> java/lang/System.arraycopy
  0 311481/2     4790259411160            7                           <- java/lang/System.arraycopy
  0 311481/2     4790259411168            7                         <- java/io/BufferedOutputStream.write
  0 311481/2     4790259411176            8                         -> java/io/BufferedOutputStream.flush
  0 311481/2     4790259411184            7                           -> java/io/BufferedOutputStream.flushBuffer
  0 311481/2     4790259411192            7                             -> java/io/FileOutputStream.write
  0 311481/2     4790259411199            7                               -> java/io/FileOutputStream.writeBytes
  0 311481/2     4790259411241           41                               <- java/io/FileOutputStream.writeBytes
  0 311481/2     4790259411249            8                             <- java/io/FileOutputStream.write
  0 311481/2     4790259411257            7                           <- java/io/BufferedOutputStream.flushBuffer
  0 311481/2     4790259411265            7                         <- java/io/BufferedOutputStream.flush
  0 311481/2     4790259411272            7                       <- java/io/PrintStream.write
  0 311481/2     4790259411280            7                       -> java/nio/Buffer.clear
  0 311481/2     4790259411288            7                       <- java/nio/Buffer.clear
  0 311481/2     4790259411295            7                     <- sun/nio/cs/StreamEncoder.writeBytes
  0 311481/2     4790259411303            7                   <- sun/nio/cs/StreamEncoder.implFlushBuffer
  0 311481/2     4790259411310            7                 <- sun/nio/cs/StreamEncoder.flushBuffer
  0 311481/2     4790259411318            7               <- java/io/OutputStreamWriter.flushBuffer
  0 311481/2     4790259411326            8               -> java/lang/String.indexOf
  0 311481/2     4790259411334            7                 -> java/lang/String.indexOf
  0 311481/2     4790259411342            8                 <- java/lang/String.indexOf
  0 311481/2     4790259411349            7               <- java/lang/String.indexOf
  0 311481/2     4790259411357            7             <- java/io/PrintStream.write
  0 311481/2     4790259411365            7           <- java/io/PrintStream.print
  0 311481/2     4790259411372            7           -> java/io/PrintStream.newLine
  0 311481/2     4790259411380            7             -> java/io/PrintStream.ensureOpen
  0 311481/2     4790259411387            7             <- java/io/PrintStream.ensureOpen
  0 311481/2     4790259411395            7             -> java/io/BufferedWriter.newLine
  0 311481/2     4790259411402            7               -> java/io/Writer.write
  0 311481/2     4790259411409            7                 -> java/io/BufferedWriter.write
  0 311481/2     4790259411416            7                   -> java/io/BufferedWriter.ensureOpen
  0 311481/2     4790259411423            7                   <- java/io/BufferedWriter.ensureOpen
  0 311481/2     4790259411431            7                   -> java/io/BufferedWriter.min
  0 311481/2     4790259411439            7                   <- java/io/BufferedWriter.min
  0 311481/2     4790259411446            7                   -> java/lang/String.getChars
  0 311481/2     4790259411454            7                     -> java/lang/System.arraycopy
  0 311481/2     4790259411461            7                     <- java/lang/System.arraycopy
  0 311481/2     4790259411468            7                   <- java/lang/String.getChars
  0 311481/2     4790259411476            7                 <- java/io/BufferedWriter.write
  0 311481/2     4790259411484            7               <- java/io/Writer.write
  0 311481/2     4790259411491            7             <- java/io/BufferedWriter.newLine
  0 311481/2     4790259411499            7             -> java/io/BufferedWriter.flushBuffer
  0 311481/2     4790259411506            7               -> java/io/BufferedWriter.ensureOpen
  0 311481/2     4790259411513            7               <- java/io/BufferedWriter.ensureOpen
  0 311481/2     4790259411521            7               -> java/io/OutputStreamWriter.write
  0 311481/2     4790259411528            7                 -> sun/nio/cs/StreamEncoder.write
  0 311481/2     4790259411535            7                   -> sun/nio/cs/StreamEncoder.ensureOpen
  0 311481/2     4790259411543            7                   <- sun/nio/cs/StreamEncoder.ensureOpen
  0 311481/2     4790259411550            7                   -> sun/nio/cs/StreamEncoder.implWrite
  0 311481/2     4790259411558            7                     -> java/nio/CharBuffer.wrap
  0 311481/2     4790259411565            7                       -> java/nio/HeapCharBuffer.<init>
  0 311481/2     4790259411572            7                         -> java/nio/CharBuffer.<init>
  0 311481/2     4790259411579            7                           -> java/nio/Buffer.<init>
  0 311481/2     4790259411586            6                             -> java/lang/Object.<init>
  0 311481/2     4790259411594            7                             <- java/lang/Object.<init>
  0 311481/2     4790259411601            7                             -> java/nio/Buffer.limit
  0 311481/2     4790259411608            7                             <- java/nio/Buffer.limit
  0 311481/2     4790259411616            7                             -> java/nio/Buffer.position
  0 311481/2     4790259411623            7                             <- java/nio/Buffer.position
  0 311481/2     4790259411631            7                           <- java/nio/Buffer.<init>
  0 311481/2     4790259411638            7                         <- java/nio/CharBuffer.<init>
  0 311481/2     4790259411646            7                       <- java/nio/HeapCharBuffer.<init>
  0 311481/2     4790259411653            7                     <- java/nio/CharBuffer.wrap
  0 311481/2     4790259411661            7                     -> java/nio/Buffer.hasRemaining
  0 311481/2     4790259411668            7                     <- java/nio/Buffer.hasRemaining
  0 311481/2     4790259411676            7                     -> java/nio/charset/CharsetEncoder.encode
  0 311481/2     4790259411684            7                       -> sun/nio/cs/US_ASCII$Encoder.encodeLoop
  0 311481/2     4790259411691            7                         -> java/nio/CharBuffer.hasArray
  0 311481/2     4790259411698            7                         <- java/nio/CharBuffer.hasArray
  0 311481/2     4790259411706            7                         -> java/nio/ByteBuffer.hasArray
  0 311481/2     4790259411713            7                         <- java/nio/ByteBuffer.hasArray
  0 311481/2     4790259411721            7                         -> sun/nio/cs/US_ASCII$Encoder.encodeArrayLoop
  0 311481/2     4790259411728            7                           -> java/nio/CharBuffer.array
  0 311481/2     4790259411735            7                           <- java/nio/CharBuffer.array
  0 311481/2     4790259411743            7                           -> java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259411750            7                           <- java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259411758            7                           -> java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259411765            7                           <- java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259411773            7                           -> java/nio/ByteBuffer.array
  0 311481/2     4790259411780            7                           <- java/nio/ByteBuffer.array
  0 311481/2     4790259411787            7                           -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411795            7                           <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411802            7                           -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411809            7                           <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411818            8                           -> java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259411825            7                           <- java/nio/CharBuffer.arrayOffset
  0 311481/2     4790259411833            7                           -> java/nio/Buffer.position
  0 311481/2     4790259411840            7                           <- java/nio/Buffer.position
  0 311481/2     4790259411847            7                           -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411855            7                           <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259411862            7                           -> java/nio/Buffer.position
  0 311481/2     4790259411869            7                           <- java/nio/Buffer.position
  0 311481/2     4790259411877            7                         <- sun/nio/cs/US_ASCII$Encoder.encodeArrayLoop
  0 311481/2     4790259411885            7                       <- sun/nio/cs/US_ASCII$Encoder.encodeLoop
  0 311481/2     4790259411893            8                       -> java/nio/charset/CoderResult.isOverflow
  0 311481/2     4790259411900            7                       <- java/nio/charset/CoderResult.isOverflow
  0 311481/2     4790259411908            7                       -> java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259411915            7                       <- java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259411923            7                     <- java/nio/charset/CharsetEncoder.encode
  0 311481/2     4790259411931            7                     -> java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259411938            7                     <- java/nio/charset/CoderResult.isUnderflow
  0 311481/2     4790259411946            7                     -> java/nio/Buffer.remaining
  0 311481/2     4790259411953            7                     <- java/nio/Buffer.remaining
  0 311481/2     4790259411960            7                   <- sun/nio/cs/StreamEncoder.implWrite
  0 311481/2     4790259411968            7                 <- sun/nio/cs/StreamEncoder.write
  0 311481/2     4790259411976            7               <- java/io/OutputStreamWriter.write
  0 311481/2     4790259411983            7             <- java/io/BufferedWriter.flushBuffer
  0 311481/2     4790259411991            7             -> java/io/OutputStreamWriter.flushBuffer
  0 311481/2     4790259411999            7               -> sun/nio/cs/StreamEncoder.flushBuffer
  0 311481/2     4790259412006            7                 -> sun/nio/cs/StreamEncoder.implFlushBuffer
  0 311481/2     4790259412013            7                   -> sun/nio/cs/StreamEncoder.writeBytes
  0 311481/2     4790259412021            7                     -> java/nio/Buffer.flip
  0 311481/2     4790259412028            6                     <- java/nio/Buffer.flip
  0 311481/2     4790259412035            7                     -> java/nio/ByteBuffer.array
  0 311481/2     4790259412043            7                     <- java/nio/ByteBuffer.array
  0 311481/2     4790259412050            7                     -> java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259412057            7                     <- java/nio/ByteBuffer.arrayOffset
  0 311481/2     4790259412065            7                     -> java/io/PrintStream.write
  0 311481/2     4790259412072            7                       -> java/io/PrintStream.ensureOpen
  0 311481/2     4790259412080            7                       <- java/io/PrintStream.ensureOpen
  0 311481/2     4790259412087            7                       -> java/io/BufferedOutputStream.write
  0 311481/2     4790259412095            7                         -> java/lang/System.arraycopy
  0 311481/2     4790259412102            7                         <- java/lang/System.arraycopy
  0 311481/2     4790259412110            7                       <- java/io/BufferedOutputStream.write
  0 311481/2     4790259412118            7                       -> java/io/BufferedOutputStream.flush
  0 311481/2     4790259412125            7                         -> java/io/BufferedOutputStream.flushBuffer
  0 311481/2     4790259412132            7                           -> java/io/FileOutputStream.write
  0 311481/2     4790259412140            7                             -> java/io/FileOutputStream.writeBytes
  0 311481/2     4790259412157           17                             <- java/io/FileOutputStream.writeBytes
  0 311481/2     4790259412165            8                           <- java/io/FileOutputStream.write
  0 311481/2     4790259412172            7                         <- java/io/BufferedOutputStream.flushBuffer
  0 311481/2     4790259412180            7                       <- java/io/BufferedOutputStream.flush
  0 311481/2     4790259412188            7                     <- java/io/PrintStream.write
  0 311481/2     4790259412195            7                     -> java/nio/Buffer.clear
  0 311481/2     4790259412203            7                     <- java/nio/Buffer.clear
  0 311481/2     4790259412210            7                   <- sun/nio/cs/StreamEncoder.writeBytes
  0 311481/2     4790259412218            7                 <- sun/nio/cs/StreamEncoder.implFlushBuffer
  0 311481/2     4790259412226            7               <- sun/nio/cs/StreamEncoder.flushBuffer
  0 311481/2     4790259412233            7             <- java/io/OutputStreamWriter.flushBuffer
  0 311481/2     4790259412241            7             -> java/io/BufferedOutputStream.flush
  0 311481/2     4790259412248            7               -> java/io/BufferedOutputStream.flushBuffer
  0 311481/2     4790259412256            7               <- java/io/BufferedOutputStream.flushBuffer
  0 311481/2     4790259412263            7             <- java/io/BufferedOutputStream.flush
  0 311481/2     4790259412271            7           <- java/io/PrintStream.newLine
  0 311481/2     4790259412279            7         <- java/io/PrintStream.println
  0 311481/2     4790259412287            8         -> java/lang/Thread.currentThread
  0 311481/2     4790259412294            7         <- java/lang/Thread.currentThread
  0 311481/2     4790259412302            7         -> java/lang/Thread.sleep
  0 311481/2     4790260420044      1007741         <- java/lang/Thread.sleep
  0 311481/2     4790260420073           29       <- Func_abc.func_c
  0 311481/2     4790260420081            7     <- Func_abc.func_b
  0 311481/2     4790260420088            7   <- Func_abc.func_a
  0 311481/2     4790260420096            7 <- Func_abc.main
  0 311481/2     4790260420121           24 -> java/lang/Thread.exit
  0 311481/2     4790260420153           32   -> java/lang/ThreadGroup.remove
  0 311481/2     4790260420169           15     -> java/lang/System.arraycopy
  0 311481/2     4790260420178            8     <- java/lang/System.arraycopy
  0 311481/2     4790260420190           11     -> java/lang/Object.notifyAll
  0 311481/2     4790260420203           13     <- java/lang/Object.notifyAll
  0 311481/2     4790260420211            8   <- java/lang/ThreadGroup.remove
  0 311481/2     4790260420225           13 <- java/lang/Thread.exit
  0 311481/2     4790260420438          212     -> java/lang/Thread.<init>
  0 311481/2     4790260420447            8       -> java/lang/Object.<init>
  0 311481/2     4790260420454            7       <- java/lang/Object.<init>
  0 311481/2     4790260420464            9       -> java/lang/Object.<init>
  0 311481/2     4790260420471            7       <- java/lang/Object.<init>
  0 311481/2     4790260420479            8       -> java/lang/Thread.init
  0 311481/2     4790260420486            7         -> java/lang/Thread.currentThread
  0 311481/2     4790260420494            7         <- java/lang/Thread.currentThread
  0 311481/2     4790260420503            8         -> java/lang/System.getSecurityManager
  0 311481/2     4790260420511            7         <- java/lang/System.getSecurityManager
  0 311481/2     4790260420519            8         -> java/lang/ThreadGroup.checkAccess
  0 311481/2     4790260420526            7           -> java/lang/System.getSecurityManager
  0 311481/2     4790260420534            7           <- java/lang/System.getSecurityManager
  0 311481/2     4790260420542            8         <- java/lang/ThreadGroup.checkAccess
  0 311481/2     4790260420550            8         -> java/lang/ThreadGroup.addUnstarted
  0 311481/2     4790260420558            7         <- java/lang/ThreadGroup.addUnstarted
  0 311481/2     4790260420567            9         -> java/lang/String.toCharArray
  0 311481/2     4790260420575            8           -> java/lang/String.getChars
  0 311481/2     4790260420584            8             -> java/lang/System.arraycopy
  0 311481/2     4790260420592            8             <- java/lang/System.arraycopy
  0 311481/2     4790260420599            7           <- java/lang/String.getChars
  0 311481/2     4790260420607            7         <- java/lang/String.toCharArray
  0 311481/2     4790260420615            7         -> java/lang/Thread.getContextClassLoader
  0 311481/2     4790260420622            7         <- java/lang/Thread.getContextClassLoader
  0 311481/2     4790260420631            8         -> java/security/AccessController.getContext
  0 311481/2     4790260420638            7           -> java/security/AccessController.getStackAccessControlContext
  0 311481/2     4790260420653           14           <- java/security/AccessController.getStackAccessControlContext
  0 311481/2     4790260420662            8           -> java/security/AccessControlContext.optimize
  0 311481/2     4790260420670            8             -> java/security/AccessController.getInheritedAccessControlContext
  0 311481/2     4790260420678            8             <- java/security/AccessController.getInheritedAccessControlContext
  0 311481/2     4790260420687            8           <- java/security/AccessControlContext.optimize
  0 311481/2     4790260420695            7         <- java/security/AccessController.getContext
  0 311481/2     4790260420703            8         -> java/lang/Thread.setPriority
  0 311481/2     4790260420710            7           -> java/lang/Thread.checkAccess
  0 311481/2     4790260420718            7             -> java/lang/System.getSecurityManager
  0 311481/2     4790260420725            7             <- java/lang/System.getSecurityManager
  0 311481/2     4790260420732            7           <- java/lang/Thread.checkAccess
  0 311481/2     4790260420741            8           -> java/lang/Thread.setPriority0
  0 311481/2     4790260420760           19           <- java/lang/Thread.setPriority0
  0 311481/2     4790260420768            8         <- java/lang/Thread.setPriority
  0 311481/2     4790260420777            8         -> java/lang/Thread.nextThreadID
  0 311481/2     4790260420785            8         <- java/lang/Thread.nextThreadID
  0 311481/2     4790260420793            7 <- java/lang/Thread.init
  0 311481/2     4790260420801            7 <- java/lang/Thread.<init>
  0 311481/2     4790260420810            9 -> java/lang/ThreadGroup.add
  0 311481/2     4790260420819            8 <- java/lang/ThreadGroup.add
  0 311481/2     4790260420834           15 -> java/lang/Shutdown.shutdown
  0 311481/2     4790260420846           12   -> java/lang/Shutdown.sequence
  0 311481/2     4790260420855            9     -> java/lang/Shutdown.runHooks
  0 311481/2     4790260420867           11       -> java/util/AbstractList.iterator
  0 311481/2     4790260421144          277         -> java/util/AbstractList$Itr.<init>
  0 311481/2     4790260421156           12           -> java/util/AbstractList$Itr.<init>
  0 311481/2     4790260421168           11             -> java/lang/Object.<init>
  0 311481/2     4790260421175            7             <- java/lang/Object.<init>
  0 311481/2     4790260421189           13           <- java/util/AbstractList$Itr.<init>
  0 311481/2     4790260421197            7         <- java/util/AbstractList$Itr.<init>
  0 311481/2     4790260421205            7       <- java/util/AbstractList.iterator
  0 311481/2     4790260421218           13       -> java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260421229           11       <- java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260421240           10       -> java/util/AbstractList$Itr.next
  0 311481/2     4790260421249            9         -> java/util/AbstractList$Itr.checkForComodification
  0 311481/2     4790260421256            7         <- java/util/AbstractList$Itr.checkForComodification
  0 311481/2     4790260421267           10         -> java/util/ArrayList.get
  0 311481/2     4790260421274            7           -> java/util/ArrayList.RangeCheck
  0 311481/2     4790260421282            7           <- java/util/ArrayList.RangeCheck
  0 311481/2     4790260421290            7         <- java/util/ArrayList.get
  0 311481/2     4790260421297            7       <- java/util/AbstractList$Itr.next
  0 311481/2     4790260421310           12       -> java/io/Console$1$1.run
  0 311481/2     4790260421321           10         -> java/io/Console.access$600
  0 311481/2     4790260421330            9         <- java/io/Console.access$600
  0 311481/2     4790260421338            7       <- java/io/Console$1$1.run
  0 311481/2     4790260421346            7       -> java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260421353            7       <- java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260421361            7       -> java/util/AbstractList$Itr.next
  0 311481/2     4790260421368            7         -> java/util/AbstractList$Itr.checkForComodification
  0 311481/2     4790260421376            7         <- java/util/AbstractList$Itr.checkForComodification
  0 311481/2     4790260421384            8         -> java/util/ArrayList.get
  0 311481/2     4790260421391            7           -> java/util/ArrayList.RangeCheck
  0 311481/2     4790260421398            7           <- java/util/ArrayList.RangeCheck
  0 311481/2     4790260421406            7         <- java/util/ArrayList.get
  0 311481/2     4790260421414            7       <- java/util/AbstractList$Itr.next
  0 311481/2     4790260421422            8       -> java/lang/ApplicationShutdownHooks.run
  0 311481/2     4790260421435           13         -> java/util/IdentityHashMap.keySet
  0 311481/2     4790260421598          163           -> java/util/IdentityHashMap$KeySet.<init>
  0 311481/2     4790260421610           11             -> java/util/IdentityHashMap$KeySet.<init>
  0 311481/2     4790260421622           11               -> java/util/AbstractSet.<init>
  0 311481/2     4790260421629            7                 -> java/util/AbstractCollection.<init>
  0 311481/2     4790260421637            7                   -> java/lang/Object.<init>
  0 311481/2     4790260421644            7                   <- java/lang/Object.<init>
  0 311481/2     4790260421652            8                 <- java/util/AbstractCollection.<init>
  0 311481/2     4790260421660            7               <- java/util/AbstractSet.<init>
  0 311481/2     4790260421668            7             <- java/util/IdentityHashMap$KeySet.<init>
  0 311481/2     4790260421675            7           <- java/util/IdentityHashMap$KeySet.<init>
  0 311481/2     4790260421683            7         <- java/util/IdentityHashMap.keySet
  0 311481/2     4790260421695           11         -> java/util/IdentityHashMap$KeySet.iterator
  0 311481/2     4790260421882          187           -> java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260421894           11             -> java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260421905           11               -> java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260421915           10                 -> java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260421926           10                   -> java/lang/Object.<init>
  0 311481/2     4790260421934            7                   <- java/lang/Object.<init>
  0 311481/2     4790260421945           11                   -> java/util/IdentityHashMap.access$000
  0 311481/2     4790260421954            8                   <- java/util/IdentityHashMap.access$000
  0 311481/2     4790260421967           12                   -> java/util/IdentityHashMap.access$200
  0 311481/2     4790260421975            8                   <- java/util/IdentityHashMap.access$200
  0 311481/2     4790260421986           10                 <- java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260421994            8               <- java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260422002            7             <- java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260422010            7           <- java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260422018            7         <- java/util/IdentityHashMap$KeySet.iterator
  0 311481/2     4790260422029           11         -> java/util/IdentityHashMap$IdentityHashMapIterator.hasNext
  0 311481/2     4790260422037            8         <- java/util/IdentityHashMap$IdentityHashMapIterator.hasNext
  0 311481/2     4790260422045            8         -> java/util/IdentityHashMap$KeySet.iterator
  0 311481/2     4790260422053            7           -> java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260422060            7             -> java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260422068            7               -> java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260422075            7                 -> java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260422083            7                   -> java/lang/Object.<init>
  0 311481/2     4790260422090            7                   <- java/lang/Object.<init>
  0 311481/2     4790260422098            8                 <- java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260422106            8               <- java/util/IdentityHashMap$IdentityHashMapIterator.<init>
  0 311481/2     4790260422114            7             <- java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260422121            7           <- java/util/IdentityHashMap$KeyIterator.<init>
  0 311481/2     4790260422129            7         <- java/util/IdentityHashMap$KeySet.iterator
  0 311481/2     4790260422137            7         -> java/util/IdentityHashMap$IdentityHashMapIterator.hasNext
  0 311481/2     4790260422145            7         <- java/util/IdentityHashMap$IdentityHashMapIterator.hasNext
  0 311481/2     4790260422153            8       <- java/lang/ApplicationShutdownHooks.run
  0 311481/2     4790260422161            7       -> java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260422168            7       <- java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260422176            7       -> java/util/AbstractList$Itr.next
  0 311481/2     4790260422183            7         -> java/util/AbstractList$Itr.checkForComodification
  0 311481/2     4790260422191            7         <- java/util/AbstractList$Itr.checkForComodification
  0 311481/2     4790260422199            8         -> java/util/ArrayList.get
  0 311481/2     4790260422206            7           -> java/util/ArrayList.RangeCheck
  0 311481/2     4790260422213            7           <- java/util/ArrayList.RangeCheck
  0 311481/2     4790260422221            7         <- java/util/ArrayList.get
  0 311481/2     4790260422229            7       <- java/util/AbstractList$Itr.next
  0 311481/2     4790260422237            8       -> java/io/File$1.run
  0 311481/2     4790260422318           81         -> java/io/DeleteOnExitHook.<clinit>
  0 311481/2     4790260422461          143           -> java/util/LinkedHashSet.<init>
  0 311481/2     4790260422473           12             -> java/util/HashSet.<init>
  0 311481/2     4790260422481            7               -> java/util/AbstractSet.<init>
  0 311481/2     4790260422488            7                 -> java/util/AbstractCollection.<init>
  0 311481/2     4790260422495            7                   -> java/lang/Object.<init>
  0 311481/2     4790260422502            7                   <- java/lang/Object.<init>
  0 311481/2     4790260422511            8                 <- java/util/AbstractCollection.<init>
  0 311481/2     4790260422519            7               <- java/util/AbstractSet.<init>
  0 311481/2     4790260422531           12               -> java/util/LinkedHashMap.<init>
  0 311481/2     4790260422541           10                 -> java/util/HashMap.<init>
  0 311481/2     4790260422549            7                   -> java/util/AbstractMap.<init>
  0 311481/2     4790260422556            7                     -> java/lang/Object.<init>
  0 311481/2     4790260422563            7                     <- java/lang/Object.<init>
  0 311481/2     4790260422571            7                   <- java/util/AbstractMap.<init>
  0 311481/2     4790260422580            9                   -> java/lang/Float.isNaN
  0 311481/2     4790260422588            7                   <- java/lang/Float.isNaN
  0 311481/2     4790260422600           12                   -> java/util/LinkedHashMap.init
  0 311481/2     4790260422608            8                     -> java/util/LinkedHashMap$Entry.<init>
  0 311481/2     4790260422615            7                       -> java/util/HashMap$Entry.<init>
  0 311481/2     4790260422623            7                         -> java/lang/Object.<init>
  0 311481/2     4790260422630            6                         <- java/lang/Object.<init>
  0 311481/2     4790260422638            7                       <- java/util/HashMap$Entry.<init>
  0 311481/2     4790260422645            7                     <- java/util/LinkedHashMap$Entry.<init>
  0 311481/2     4790260422653            7                   <- java/util/LinkedHashMap.init
  0 311481/2     4790260422660            7                 <- java/util/HashMap.<init>
  0 311481/2     4790260422668            7               <- java/util/LinkedHashMap.<init>
